condition,t,rt_corr_pdf
5.0,2.3000000000000003,2.9660531883567172e-05
5.0,2.302,2.7965647424281924e-05
5.0,2.3040000000000003,2.6294873271650196e-05
5.0,2.306,2.4647895648647888e-05
5.0,2.308,2.3024403261559276e-05
5.0,2.31,2.142408750429402e-05
5.0,2.312,1.984664261174236e-05
5.0,2.314,1.829176577534536e-05
5.0,2.316,1.6759157230095395e-05
5.0,2.318,1.5248520319561668e-05
5.0,2.32,1.3759561543757582e-05
5.0,2.322,1.2291990593431557e-05
5.0,2.324,1.0845520373487577e-05
5.0,2.326,9.419867017610353e-06
5.0,2.328,8.014749895706456e-06
5.0,2.33,6.629891615428548e-06
5.0,2.332,5.265018018789738e-06
5.0,2.334,3.919858174676967e-06
5.0,2.336,2.594144367919605e-06
5.0,2.338,1.2876120854501007e-06
5.0,2.34,0.0
5.0,2.342,0.0
5.0,2.344,0.0
5.0,2.346,0.0
5.0,2.348,0.0
5.0,2.35,0.0
5.0,2.352,0.0
5.0,2.354,0.0
5.0,2.356,0.0
5.0,2.358,0.0
5.0,2.36,0.0
5.0,2.362,0.0
5.0,2.364,0.0
5.0,2.366,0.0
5.0,2.368,0.0
5.0,2.37,0.0
5.0,2.372,0.0
5.0,2.374,0.0
5.0,2.376,0.0
5.0,2.378,0.0
5.0,2.38,0.0
5.0,2.382,0.0
5.0,2.384,0.0
5.0,2.386,0.0
5.0,2.388,0.0
5.0,2.39,0.0
5.0,2.392,0.0
5.0,2.394,0.0
5.0,2.396,0.0
5.0,2.398,0.0
5.0,2.4,0.0
5.0,2.402,0.0
5.0,2.404,0.0
5.0,2.406,0.0
5.0,2.408,0.0
5.0,2.41,0.0
5.0,2.412,0.0
5.0,2.414,0.0
5.0,2.416,0.0
5.0,2.418,0.0
5.0,2.42,0.0
5.0,2.422,0.0
5.0,2.424,0.0
5.0,2.426,0.0
5.0,2.428,0.0
5.0,2.43,0.0
5.0,2.432,0.0
5.0,2.434,0.0
5.0,2.436,0.0
5.0,2.438,0.0
5.0,2.44,0.0
5.0,2.442,0.0
